id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,Country,abbreviation,fullname
tm845942,A Family Reunion Christmas,MOVIE,M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.,2019,NA,29,"['comedy', 'family']",US,NA,tt11193888,5.8,216,4.092,6.1,United States,,
tm1091956,A Faraway Land,MOVIE,"In the Faroe Islands, a married woman meets a reporter filming a documentary on overseas Filipino workers, which soon sparks a complicated love story.",2021,NA,101,['drama'],PH,NA,tt15260940,4.9,133,1.509,6.7,"Philippines, Republic of the",,
tm1201670,A Farewell to Ozark,MOVIE,A retrospective documentary looking back at the success of Ozark.,2022,NA,30,['documentation'],US,NA,NA,NA,NA,20.664,NA,United States,CA,Canada
tm413955,A Fortunate Man,MOVIE,"On his quest for happiness, Per decides to leave Jutland and an upbringing in a strict religious home. He runs from his family and his patriarch father, and sets sail towards Copenhagen to become an engineer. Parallel to his studies, he works on a visionary energy project based on wind and wave energy, a project so much ahead of its time, that professors consider him insane and far too self-confident. However, Per?? project becomes a success and he marries the beautiful Jakobe who is a part of a wealthy Jewish family. One would imagine that Per?? happiness now is made. But Per?? childhood keeps haunting him and his dogmatic family cannot accept his new life. Despite his luck and success, Per is unable to fully cut the strings to his strict religious background, and he now fears that he will repeat his father?? patriarchist behavior.",2018,NA,162,"['drama', 'romance', 'european']",DK,NA,tt8436026,7.2,6093,12.746,6.9,Denmark,,
tm363248,A Futile and Stupid Gesture,MOVIE,"The National Lampoon name became globally recognized after the monumental success of Animal House??ut before the glory days, it was a scrappy yet divinely subversive magazine and radio show that introduced the world to comedic geniuses like Bill Murray, Chevy Chase, John Belushi, and Gilda Radner. The driving force behind National Lampoon was Doug Kenney, and his truly wild and crazy story unfolds in A Futile and Stupid Gesture from Harvard to Hollywood to Caddyshack and beyond.",2018,NA,101,['comedy'],US,NA,tt5566790,6.7,15750,12.272,6.5,United States,,
tm977184,A Go! Go! Cory Carson Christmas,MOVIE,"When a familiar-looking stranger crashes in without a memory, cory helps him remember the magic of Christmas to save the holiday for everyone",2020,NA,21,"['animation', 'family']",US,NA,tt13479662,6.3,48,13.391,6.9,United States,,
tm938333,A Go! Go! Cory Carson Halloween,MOVIE,"Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween! But are all the treats worth the trek to the spooky side of town?",2020,G,21,"['family', 'animation', 'horror']",,NA,tt13058374,6.3,52,2.457,7.3,#N/A,,
tm918959,A Go! Go! Cory Carson Summer Camp,MOVIE,"Cory's spending the summer at Camp Friendship with his best friend, Freddie. But jealousy flares when Freddie brings his cousin Rosie along for the ride.",2020,NA,20,['animation'],US,NA,NA,NA,NA,1.285,2.7,United States,,
tm159362,A Haunted House 2,MOVIE,"After exorcising the demons of his ex-, Malcolm starts afresh with his new girlfriend and her two children. After moving into their dream home, Malcolm is once again plagued by bizarre paranormal events.",2014,R,86,"['comedy', 'horror', 'fantasy']",US,NA,tt2828996,4.6,21514,86.877,6.1,United States,,
tm454431,A Home with a View,MOVIE,"A billboard wreaks havock in a Hong Kong family life. The Lo family live in an old  flat in the middle of a noisy neighborhood: father, mother, unemployed son, teenage daughter and his elderly, disabled father. Now a billboard is blocking their view and their already chaotic life becomes sheer madness.",2019,NA,92,"['comedy', 'drama']",HK,NA,tt8443432,5.9,294,4.262,6,Hong Kong,,
tm470597,A Kid from Coney Island,MOVIE,"Feature documentary about the rise and fall, and rebirth of ex-NBA star, Stephon Marbury.",2019,NA,89,"['documentation', 'sport']",CN,NA,tt9567112,7,536,3.716,6.8,People’s Republic of China,,
tm425944,A Land Imagined,MOVIE,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.,2019,NA,95,"['drama', 'thriller', 'european']",SG,NA,tt8726116,6.2,1289,5.628,6,Singapore,,
tm857397,A Life of Speed: The Juan Manuel Fangio Story,MOVIE,"Juan Manuel Fangio was the Formula One king, winning five world championships in the early 1950s ??before protective gear or safety features were used.",2020,NA,92,"['documentation', 'sport']",AR,NA,tt11829302,6.9,1854,7.754,7.2,Argentina,,
tm25842,A Lion in the House,MOVIE,Five families struggle with the ups and downs of cancer treatment over the course of six years.,2006,NA,225,['documentation'],US,NA,tt0492472,8.7,312,2.821,6.5,United States,,
tm850862,A Love Song for Latasha,MOVIE,"A dreamlike conversation with the past and the present, reimagining Latasha Harlins' story by excavating intimate memories shared by those who loved her.",2019,NA,18,['documentation'],US,NA,NA,NA,NA,6.985,7.1,United States,,
tm76399,A Love Story,MOVIE,"Ian Montes is a picture of success. Despite being a son of a shipping tycoon, Ian refused to just ride in his father's empire. He built his own real estate company and earned his first million at a very young age. He never looked back since then. Driven by his ambition to become better, if not as good as his father, Ian managed to make it on his own. But behind all the glory is a man yearning for love and recognition.",2007,NA,117,"['romance', 'drama']",PH,NA,tt0990433,6.4,142,2.253,5,"Philippines, Republic of the",,
tm1063790,A Man for The Weekend,MOVIE,A career-focused woman convinces a colleague to pose as her boyfriend for a family visit -- and must face a meddling mom and some unexpected feelings.,2017,NA,94,"['romance', 'comedy']",CM,NA,tt15007420,4,11,1.674,2,Cameroon,,
tm350044,A Man Returned,MOVIE,"Reda is 26 years old. His dreams of escaping the Palestinian refugee camp of Ain El-Helweh ended in failure after three years trapped in Greece. He returned with a heroin addiction to life in a camp being torn apart by internal strife and the encroachment of war from Syria. Against all odds, he decides to marry his childhood sweetheart; a love story, bittersweet as the camp itself.",2016,NA,30,['documentation'],,NA,NA,NA,NA,1.48,6.5,#N/A,,
tm361743,A Miraculous Christmas Special: Tales of Ladybug and Cat Noir,MOVIE,"It's Christmas in Paris, a time for generosity, giving and spending time with family. At least not for everyone, Adrien has to celebrate his first Christmas without his mom, and he thinks that his father is not interested in celebrating the holiday with him this year, which inspires him the idea to run away from home as Cat Noir to sing out his anger in the cold and snow. When the news of his disappearance spreads all over Paris, Adrien's friends go out searching for him while Marinette transforms as Ladybug to search the cold and snow for the boy she secretly loves. But things get worse when she accidentally causes a man dressed as Santa to get akumatized on Christmas Eve, now Ladybug and Cat Noir have to stop him before he destroys the holiday for everyone.",2017,NA,21,[],KR,NA,NA,NA,NA,0.605,9,"Korea, Republic Of",,
tm196296,A Monster Calls,MOVIE,A boy imagines a monster that helps him deal with his difficult life and see the world in a different way.,2016,PG-13,108,"['fantasy', 'drama', 'thriller', 'animation', 'family', 'european']",ES,NA,tt3416532,7.5,86614,25.422,7.2,Spain,,
tm1122095,A Naija Christmas,MOVIE,A mother's Christmas wish - and the grand prize that comes with it - sets off a fierce competition between her sons.,2021,NA,121,"['comedy', 'drama', 'romance']",NG,NA,tt15565704,4.7,336,40.559,7,Nigeria,,
tm929630,A New York Christmas Wedding,MOVIE,"As her Christmas Eve wedding draws near, Jennifer is visited by an angel and shown what could have been if she hadn't denied her true feelings for her childhood best friend.",2020,NA,88,"['drama', 'romance']",US,NA,tt10768194,5.3,1111,7.913,5.8,United States,,
tm102337,A Nightmare on Elm Street,MOVIE,"The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.",2010,R,95,"['horror', 'thriller', 'crime', 'drama']",US,NA,tt1179056,5.2,99192,46.304,5.5,United States,,
tm2386,A Nightmare on Elm Street,MOVIE,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",1984,R,91,['horror'],US,NA,tt0087800,7.4,230543,53.853,7.3,United States,,
tm39313,A Perfect Ending,MOVIE,"This intimate drama follows Rebecca, a woman who has kept her sexuality a secret from her friends but chooses to reveal it to a stranger. While Rebecca's revelations may not yield the results she expects, a perfect ending is still in reach.",2012,NA,110,"['drama', 'romance']",US,NA,tt1823059,5.7,4308,14.915,6.3,United States,,
tm1018592,A Perfect Fit,MOVIE,"Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fianc?.",2021,NA,112,"['drama', 'comedy', 'romance']",ID,NA,tt13606090,5.3,557,31.879,7.4,Indonesia,,
tm577690,A Place in the Stars,MOVIE,A young lawyer gets a case he believes will make him rich. In the process he encounters dangerous men willing to kill to protect a fake and adulterated medical drugs trade worth billions in Nigeria. The outcome helps him come to terms with his life and resolve the clash of values he has had with his father all along.,2014,NA,112,"['drama', 'thriller']",NG,NA,tt3884826,6.2,19,1.264,NA,Nigeria,,
tm160361,A Princess for Christmas,MOVIE,"After her sister and brother-in-law's tragic death, an American woman who is the guardian for her young niece and nephew is invited to a royal European castle for Christmas by her late brother-in-law's father, the Duke of Castlebury. Feeling out of place as a commoner, she is determined to give her family a merry Christmas and surprises herself when she falls for a handsome prince.",2011,PG,89,"['comedy', 'family', 'romance', 'drama']",US,NA,tt1083448,6.3,8222,24.928,7.1,United States,,
tm502151,A Remarkable Tale,MOVIE,A town at the edge of the missing take desperate measures to avoid it.,2019,PG,93,"['comedy', 'drama', 'european']",ES,NA,tt8296660,5.3,1159,5.253,5.7,Spain,,
tm121879,A River Runs Through It,MOVIE,"A River Runs Through is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920's.",1992,PG,123,['drama'],US,NA,tt0105265,7.2,59086,16.558,7.1,United States,,
tm965408,A Road to Wellbeing,MOVIE,"A documentary about a typical man that is stress out and has the chance to ask Matthieu Ricard, Tania Singer and Brother David Steindl Rast about how to change his mindset in order to find some peace in his life.",2020,NA,57,['documentation'],,NA,tt12749428,6.2,23,NA,NA,#N/A,,
tm232710,A Second Chance,MOVIE,"Popoy and Basha have had a wonderful wedding, but their subsequent married life turns out to be extremely difficult.",2015,NA,130,"['romance', 'drama', 'family', 'sport', 'documentation']",PH,NA,tt5226380,8.6,47,3.425,7.1,"Philippines, Republic of the",,
tm183176,A Second Chance,MOVIE,A young girl and her coach overcome adversity to make their way into the National Australian Gymnastics Squad.,2011,NA,90,"['drama', 'family', 'sport']",AU,NA,tt2150139,4.7,1018,7.395,6.3,Australia,,
tm1079495,A Second Chance: Rivals!,MOVIE,"As Maddy takes on coaching a team of young twelve-year-old gymnasts, she faces up to intense city versus country rivalry, racism, cyberbullying and her own self-doubt but eventually takes the challenge head on.",2019,PG,89,"['family', 'drama', 'sport']",AU,NA,tt9810420,4.7,375,7.231,7.4,Australia,,
tm881859,A Secret Love,MOVIE,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",2020,NA,83,"['documentation', 'drama']",US,NA,tt3260524,7.8,4334,11.128,7.4,United States,,
